latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-26.434,27.817,326,1.1,1.1,2017-04-30,1150,Aqua,MODIS,82,6.0NRT,302.5,20.7,D
-26.439,27.812,319.6,1.1,1.1,2017-04-30,1150,Aqua,MODIS,18,6.0NRT,298.2,13.2,D
-26.439,27.892,310.3,1.1,1.1,2017-04-30,1150,Aqua,MODIS,52,6.0NRT,296,5.3,D
-26.47,27.874,312.1,1.1,1.1,2017-04-30,1150,Aqua,MODIS,54,6.0NRT,298.7,6.4,D
-26.486,28.385,325.7,1.1,1,2017-04-30,1150,Aqua,MODIS,81,6.0NRT,300.2,19.5,D
-30.696,29.681,307.9,1.1,1,2017-04-30,1150,Aqua,MODIS,53,6.0NRT,296.3,4.7,D
-31.524,25.001,319.3,1.9,1.3,2017-04-30,1150,Aqua,MODIS,73,6.0NRT,303.8,23.6,D
-31.536,25.002,319.6,1.9,1.3,2017-04-30,1150,Aqua,MODIS,74,6.0NRT,304,23.9,D
-24.817,30.123,304,1.1,1,2017-04-26,2310,Aqua,MODIS,58,6.0NRT,286.8,9.1,N
-24.737,30.199,307.7,1.1,1,2017-04-26,2310,Aqua,MODIS,72,6.0NRT,287.1,10.9,N
-32.96,18.977,302.3,1,1,2017-04-26,2135,Terra,MODIS,48,6.0NRT,287.2,7.1,N
-32.958,18.988,323.2,1,1,2017-04-26,2135,Terra,MODIS,100,6.0NRT,287.5,23.8,N
-25.371,30.879,317.6,2.2,1.4,2017-04-26,1215,Aqua,MODIS,75,6.0NRT,293.3,39.3,D
-25.367,30.883,331,2.2,1.4,2017-04-26,1215,Aqua,MODIS,86,6.0NRT,293.8,85.3,D
-27.592,24.7,313.5,1,1,2017-04-26,1215,Aqua,MODIS,53,6.0NRT,298.4,7.1,D
-27.59,24.71,312.5,1,1,2017-04-26,1215,Aqua,MODIS,35,6.0NRT,296.8,6.9,D
-27.584,31.329,307.1,2.1,1.4,2017-04-26,1215,Aqua,MODIS,43,6.0NRT,295.3,15,D
-29.068,29.458,334.2,1.5,1.2,2017-04-26,1215,Aqua,MODIS,87,6.0NRT,297.5,55.6,D
-29.065,29.474,353.1,1.5,1.2,2017-04-26,1215,Aqua,MODIS,97,6.0NRT,299.1,117.9,D
-29.059,29.464,364.2,1.5,1.2,2017-04-26,1215,Aqua,MODIS,100,6.0NRT,298.1,170.3,D
-29.056,29.479,328.2,1.5,1.2,2017-04-26,1215,Aqua,MODIS,83,6.0NRT,297.3,40.8,D
-29.07,29.466,317,1.5,1.2,2017-04-26,1215,Aqua,MODIS,72,6.0NRT,296.8,21.5,D
-29.067,29.481,307.6,1.5,1.2,2017-04-26,1215,Aqua,MODIS,48,6.0NRT,296.9,8.1,D
-29.256,30.335,307.5,1.7,1.3,2017-04-26,1210,Aqua,MODIS,44,6.0NRT,289.7,14.8,D
-29.249,30.501,306.8,1.7,1.3,2017-04-26,1210,Aqua,MODIS,39,6.0NRT,296.6,10.2,D
-30.49,29.603,310,1.4,1.2,2017-04-26,1210,Aqua,MODIS,62,6.0NRT,294.1,12.4,D
-30.699,29.593,311.1,1.4,1.2,2017-04-26,1210,Aqua,MODIS,55,6.0NRT,296.8,11.6,D
-30.703,29.601,312.9,1.4,1.2,2017-04-26,1210,Aqua,MODIS,67,6.0NRT,297.4,12.8,D
-30.595,29.813,306.2,1.3,1.1,2017-04-26,0755,Terra,MODIS,57,6.0NRT,291.6,9.2,D
-29.891,30.606,304.7,1.2,1.1,2017-04-26,0755,Terra,MODIS,55,6.0NRT,294.1,5,D
-29.458,30.606,307.9,1.2,1.1,2017-04-26,0755,Terra,MODIS,64,6.0NRT,293.3,9.1,D
-29.408,30.377,305.4,1.3,1.1,2017-04-26,0755,Terra,MODIS,38,6.0NRT,292.6,7.1,D
-29.406,30.365,318.5,1.3,1.1,2017-04-26,0755,Terra,MODIS,73,6.0NRT,294,21.6,D
-28.392,32.192,315.5,1.1,1,2017-04-26,0755,Terra,MODIS,72,6.0NRT,295.6,11.1,D
-27.696,30.759,305.2,1.3,1.1,2017-04-26,0755,Terra,MODIS,54,6.0NRT,294.5,7.2,D
-27.606,30.718,311.3,1.3,1.1,2017-04-26,0755,Terra,MODIS,68,6.0NRT,292.7,12.3,D
-27.604,30.705,316.4,1.3,1.1,2017-04-26,0755,Terra,MODIS,75,6.0NRT,293.7,18.5,D
-27.457,30.682,308.8,1.3,1.1,2017-04-26,0755,Terra,MODIS,64,6.0NRT,292.9,11,D
-27.455,30.669,309.2,1.3,1.1,2017-04-26,0755,Terra,MODIS,65,6.0NRT,291.9,11.2,D
-27.233,30.758,315.4,1.3,1.1,2017-04-26,0755,Terra,MODIS,74,6.0NRT,295.2,16.6,D
-27.228,30.732,313.6,1.3,1.1,2017-04-26,0755,Terra,MODIS,71,6.0NRT,293.8,13.7,D
-26.823,30.597,304.5,1.4,1.2,2017-04-26,0755,Terra,MODIS,42,6.0NRT,291.9,7.3,D
-26.825,30.589,306.5,1.4,1.2,2017-04-26,0755,Terra,MODIS,55,6.0NRT,292.7,9.1,D
-25.708,27.407,308.7,2.3,1.5,2017-04-26,0755,Terra,MODIS,66,6.0NRT,293.2,21.8,D
-25.574,30.554,342.2,1.4,1.2,2017-04-26,0755,Terra,MODIS,87,6.0NRT,289.6,79.2,D
-32.918,18.309,312.2,1.1,1.1,2017-04-26,0010,Aqua,MODIS,84,6.0NRT,288.7,15.1,N
-33.755,19.082,301.8,1.7,1.3,2017-04-15,2330,Aqua,MODIS,44,6.0NRT,284.7,14.7,N
-25.714,27.407,308.3,1,1,2017-04-15,2330,Aqua,MODIS,74,6.0NRT,285,10.9,N
-33.889,18.741,312.5,1.1,1.1,2017-04-15,1230,Aqua,MODIS,64,6.0NRT,302,4.9,D
-30.242,30.462,302.8,1,1,2017-04-15,0810,Terra,MODIS,54,6.0NRT,292.4,5,D
-26.557,29.156,307.9,1,1,2017-04-15,0810,Terra,MODIS,60,6.0NRT,297.5,5.6,D
-26.055,29.183,309.9,1,1,2017-04-15,0810,Terra,MODIS,49,6.0NRT,299.5,6.5,D
-26.044,29.413,313.6,1,1,2017-04-15,0810,Terra,MODIS,71,6.0NRT,297.1,9.2,D
-26.042,29.403,309,1,1,2017-04-15,0810,Terra,MODIS,43,6.0NRT,297.8,5.5,D
-26.039,29.383,312,1,1,2017-04-15,0810,Terra,MODIS,57,6.0NRT,298.7,7.7,D
-25.72,27.406,309.6,1.2,1.1,2017-04-15,0810,Terra,MODIS,62,6.0NRT,297.2,6.7,D
-26.029,29.371,312.9,1,1,2017-04-15,0810,Terra,MODIS,64,6.0NRT,300.1,7.9,D
-26.028,29.36,311.9,1,1,2017-04-15,0810,Terra,MODIS,67,6.0NRT,300.2,7.6,D
-25.717,27.401,318.4,1.2,1.1,2017-04-15,0810,Terra,MODIS,75,6.0NRT,297.6,14.6,D
-25.732,27.613,308.4,1.2,1.1,2017-04-15,0810,Terra,MODIS,58,6.0NRT,296.8,6,D
-25.627,27.224,312.8,1.2,1.1,2017-04-15,0810,Terra,MODIS,43,6.0NRT,297.6,8.3,D
-25.617,27.226,313.3,1.2,1.1,2017-04-15,0810,Terra,MODIS,60,6.0NRT,297.2,9.7,D
-25.931,29.395,310.2,1,1,2017-04-15,0810,Terra,MODIS,64,6.0NRT,296.5,5.9,D
-25.667,27.842,309.1,1.1,1.1,2017-04-15,0810,Terra,MODIS,60,6.0NRT,296.7,5.6,D
-25.657,27.843,308.9,1.1,1.1,2017-04-15,0810,Terra,MODIS,57,6.0NRT,297.3,5.3,D
-25.861,29.179,306.8,1,1,2017-04-15,0810,Terra,MODIS,37,6.0NRT,295.4,3.9,D
-25.859,29.169,312.4,1,1,2017-04-15,0810,Terra,MODIS,68,6.0NRT,296.2,8,D
-25.817,29.494,308.9,1,1,2017-04-15,0810,Terra,MODIS,33,6.0NRT,295,5,D
-25.808,29.496,318.2,1,1,2017-04-15,0810,Terra,MODIS,76,6.0NRT,296.3,12.6,D
-24.817,30.126,308.3,1,1,2017-04-15,0810,Terra,MODIS,55,6.0NRT,295.3,4.6,D
-24.815,30.116,312.5,1,1,2017-04-15,0810,Terra,MODIS,66,6.0NRT,295.7,7.5,D
-24.744,30.195,319,1,1,2017-04-15,0810,Terra,MODIS,75,6.0NRT,295.8,13.3,D
-25.716,27.401,302.9,1,1,2017-04-09,2055,Terra,MODIS,52,6.0NRT,288.4,6.3,N
-25.662,27.833,301,1,1,2017-04-09,2055,Terra,MODIS,36,6.0NRT,287,5.8,N
-32.744,19.156,300.9,3,1.7,2017-04-09,2055,Terra,MODIS,35,6.0NRT,285.4,30.8,N
-24.821,30.122,304,1.3,1.1,2017-04-09,2055,Terra,MODIS,58,6.0NRT,287.8,8.3,N
-25.624,27.215,303.3,1,1,2017-04-09,2055,Terra,MODIS,55,6.0NRT,289.6,5.9,N
-25.622,27.225,302.2,1,1,2017-04-09,2055,Terra,MODIS,48,6.0NRT,290.1,5.5,N
-32.759,19.157,330.9,2.1,1.4,2017-04-09,1305,Aqua,MODIS,84,6.0NRT,301.1,69.9,D
-32.767,19.179,318.6,2.1,1.4,2017-04-09,1305,Aqua,MODIS,39,6.0NRT,298.1,30.4,D
-32.784,19.164,342.3,2.1,1.4,2017-04-09,1305,Aqua,MODIS,91,6.0NRT,299.7,121.5,D
-32.784,19.17,342.2,2.1,1.4,2017-04-09,1305,Aqua,MODIS,91,6.0NRT,298.6,121.3,D
-34.006,18.793,317.4,1.9,1.3,2017-04-09,1305,Aqua,MODIS,71,6.0NRT,293.2,30.9,D
-34.091,19.544,334.4,2.1,1.4,2017-04-09,1305,Aqua,MODIS,70,6.0NRT,294.4,80.1,D
-34.09,19.548,334.6,2.1,1.4,2017-04-09,1305,Aqua,MODIS,87,6.0NRT,295.3,81.9,D
-34.108,19.495,379.9,1,1,2017-04-09,0850,Terra,MODIS,100,6.0NRT,304.1,146.8,D
-34.106,19.484,431.7,1,1,2017-04-09,0850,Terra,MODIS,100,6.0NRT,317.8,501.2,D
-34.097,19.486,380.9,1,1,2017-04-09,0850,Terra,MODIS,100,6.0NRT,311.4,146.8,D
-34.096,19.475,343.5,1,1,2017-04-09,0850,Terra,MODIS,89,6.0NRT,304.9,38.8,D
-32.772,19.164,318.5,1,1,2017-04-09,0850,Terra,MODIS,36,6.0NRT,294.4,10.2,D
-32.754,19.167,324.8,1,1,2017-04-09,0850,Terra,MODIS,60,6.0NRT,297.3,17,D
-32.753,19.157,330.2,1,1,2017-04-09,0850,Terra,MODIS,76,6.0NRT,298.5,23.5,D
-28.302,23.395,308.2,1.2,1.1,2017-04-09,0850,Terra,MODIS,39,6.0NRT,289.5,7.9,D
-25.811,29.494,320.7,2.2,1.4,2017-04-20,2345,Aqua,MODIS,100,6.0NRT,279,70.5,N
-25.815,29.501,319.3,2.2,1.4,2017-04-20,2345,Aqua,MODIS,98,6.0NRT,279.2,67,N
-32.812,19.146,302.4,1,1,2017-04-20,2350,Aqua,MODIS,26,6.0NRT,291.6,4.9,N
-32.81,19.135,315.8,1,1,2017-04-20,2350,Aqua,MODIS,92,6.0NRT,292.1,15,N
-32.808,19.124,306.5,1,1,2017-04-20,2350,Aqua,MODIS,68,6.0NRT,291,7.7,N
-24.742,30.195,309,1,1,2017-04-20,2035,Terra,MODIS,76,6.0NRT,290.7,10,N
-24.816,30.119,311.6,1,1,2017-04-20,2035,Terra,MODIS,83,6.0NRT,289.7,12.6,N
-25.709,27.398,303.2,1.4,1.2,2017-04-20,2035,Terra,MODIS,54,6.0NRT,285.4,13.2,N
-25.659,27.835,307.9,1.3,1.1,2017-04-20,2035,Terra,MODIS,73,6.0NRT,285,16.7,N
-26.939,30.63,313.4,1,1,2017-04-20,2035,Terra,MODIS,87,6.0NRT,283.8,15.6,N
-26.938,30.641,307.8,1,1,2017-04-20,2035,Terra,MODIS,72,6.0NRT,283.3,11.4,N
-26.948,30.632,300.5,1,1,2017-04-20,2035,Terra,MODIS,29,6.0NRT,284.1,6.8,N
-27.789,31.272,300.3,1,1,2017-04-20,2035,Terra,MODIS,24,6.0NRT,283.9,6.6,N
-27.806,32.581,301.2,1,1,2017-04-20,2035,Terra,MODIS,38,6.0NRT,289.5,4.9,N
-27.838,32.556,325.7,1,1,2017-04-20,2035,Terra,MODIS,100,6.0NRT,290.9,24.7,N
-31.027,30.038,301.7,1.2,1.1,2017-04-20,2035,Terra,MODIS,44,6.0NRT,288,7.6,N
-29.549,24.626,361.2,2.9,1.6,2017-04-20,1250,Aqua,MODIS,100,6.0NRT,305,384.9,D
-29.557,24.606,329,2.8,1.6,2017-04-20,1250,Aqua,MODIS,81,6.0NRT,303.2,98.2,D
-29.551,24.634,357.2,2.9,1.6,2017-04-20,1250,Aqua,MODIS,98,6.0NRT,304.7,337.7,D
-32.873,18.632,330.6,1.1,1,2017-04-20,1250,Aqua,MODIS,77,6.0NRT,314.2,18.4,D
-32.872,18.644,330.2,1.1,1,2017-04-20,1250,Aqua,MODIS,75,6.0NRT,311.4,18.6,D
-32.823,19.001,330.3,1.1,1.1,2017-04-20,1250,Aqua,MODIS,78,6.0NRT,313.5,18.8,D
-32.804,19.121,327.9,1.1,1.1,2017-04-20,1250,Aqua,MODIS,75,6.0NRT,306.3,21,D
-32.813,19.124,318.4,1.1,1.1,2017-04-20,1250,Aqua,MODIS,39,6.0NRT,307.8,9.3,D
-32.987,18.83,329.1,1.1,1.1,2017-04-20,1250,Aqua,MODIS,76,6.0NRT,313.6,15.2,D
-32.985,18.841,357,1.1,1.1,2017-04-20,1250,Aqua,MODIS,98,6.0NRT,315.1,74.8,D
-32.921,19.287,331.7,1.2,1.1,2017-04-20,1250,Aqua,MODIS,80,6.0NRT,307.2,26.7,D
-32.919,19.299,318.8,1.2,1.1,2017-04-20,1250,Aqua,MODIS,49,6.0NRT,307.2,8.4,D
-33.012,18.86,352.5,1.1,1.1,2017-04-20,1250,Aqua,MODIS,96,6.0NRT,315.8,61.9,D
-33.01,18.872,331.7,1.1,1.1,2017-04-20,1250,Aqua,MODIS,80,6.0NRT,312.3,19,D
-33.271,19.346,320,1.2,1.1,2017-04-20,1250,Aqua,MODIS,59,6.0NRT,306,11.4,D
-33.463,18.41,319.9,1.1,1,2017-04-20,1250,Aqua,MODIS,53,6.0NRT,309.8,5.9,D
-33.419,18.747,323.5,1.1,1,2017-04-20,1250,Aqua,MODIS,68,6.0NRT,311.2,9.4,D
-33.447,18.907,337.5,1.1,1,2017-04-20,1250,Aqua,MODIS,86,6.0NRT,314.7,30.3,D
-33.445,18.919,334.1,1.1,1,2017-04-20,1250,Aqua,MODIS,83,6.0NRT,312.4,24.3,D
-33.456,18.91,333.1,1.1,1,2017-04-20,1250,Aqua,MODIS,82,6.0NRT,313,22.6,D
-33.454,18.922,334.1,1.1,1,2017-04-20,1250,Aqua,MODIS,83,6.0NRT,311.6,24.4,D
-33.568,19.028,327.4,1.1,1.1,2017-04-20,1250,Aqua,MODIS,76,6.0NRT,314.1,14.8,D
-33.691,18.661,327.4,1.1,1,2017-04-20,1250,Aqua,MODIS,77,6.0NRT,311.3,14.8,D
-33.769,18.625,335,1.1,1,2017-04-20,1250,Aqua,MODIS,84,6.0NRT,312,25.8,D
-34.139,19.498,316,1.1,1.1,2017-04-20,1250,Aqua,MODIS,59,6.0NRT,304.7,7.3,D
-34.137,19.511,320.1,1.1,1.1,2017-04-20,1250,Aqua,MODIS,69,6.0NRT,305.2,11.5,D
-34.343,20.945,372,1.3,1.1,2017-04-20,1250,Aqua,MODIS,100,6.0NRT,302.7,177.4,D
-34.341,20.959,379.3,1.3,1.1,2017-04-20,1250,Aqua,MODIS,100,6.0NRT,303.7,218.8,D
-34.318,21.089,328,1.3,1.1,2017-04-20,1250,Aqua,MODIS,82,6.0NRT,304.1,30.6,D
-34.315,21.103,330,1.3,1.2,2017-04-20,1250,Aqua,MODIS,84,6.0NRT,304.7,34.3,D
-34.353,20.948,315.1,1.3,1.1,2017-04-20,1250,Aqua,MODIS,50,6.0NRT,297.6,12.8,D
-34.351,20.962,381.5,1.3,1.1,2017-04-20,1250,Aqua,MODIS,75,6.0NRT,308,233.3,D
-34.348,20.977,346.9,1.3,1.1,2017-04-20,1250,Aqua,MODIS,71,6.0NRT,301.1,75.4,D
-26.966,32.654,322.7,2.1,1.4,2017-04-20,1110,Aqua,MODIS,77,6.0NRT,301,39,D
-26.967,32.638,314.9,2.1,1.4,2017-04-20,1110,Aqua,MODIS,22,6.0NRT,300.2,15.8,D
-26.965,32.659,318.2,2.1,1.4,2017-04-20,1110,Aqua,MODIS,60,6.0NRT,300.9,23.7,D
-27.664,32.518,315.9,2.2,1.4,2017-04-20,1110,Aqua,MODIS,62,6.0NRT,298.1,23.5,D
-27.662,32.54,314.5,2.2,1.4,2017-04-20,1110,Aqua,MODIS,60,6.0NRT,299.6,20.1,D
-27.788,31.265,348.7,2.7,1.6,2017-04-20,1110,Aqua,MODIS,95,6.0NRT,300.7,241.1,D
-27.716,32.524,318.7,2.2,1.4,2017-04-20,1110,Aqua,MODIS,74,6.0NRT,298.6,30.3,D
-27.713,32.528,315.8,2.2,1.4,2017-04-20,1110,Aqua,MODIS,70,6.0NRT,298.8,24.6,D
-27.791,32.537,315.9,2.2,1.4,2017-04-20,1110,Aqua,MODIS,70,6.0NRT,301.1,29.1,D
-27.815,32.563,327.4,2.2,1.4,2017-04-20,1110,Aqua,MODIS,64,6.0NRT,300,56.9,D
-27.789,32.544,316.2,2.2,1.4,2017-04-20,1110,Aqua,MODIS,30,6.0NRT,301.8,27.1,D
-27.813,32.57,326.5,2.2,1.4,2017-04-20,1110,Aqua,MODIS,48,6.0NRT,298.7,51.8,D
-27.857,32.529,322.8,2.2,1.4,2017-04-20,1110,Aqua,MODIS,53,6.0NRT,299.4,43.4,D
-27.891,32.561,326,2.2,1.4,2017-04-20,1110,Aqua,MODIS,0,6.0NRT,297.8,57.7,D
-28.503,31.156,307.5,2.8,1.6,2017-04-20,1110,Aqua,MODIS,34,6.0NRT,295.2,23.2,D
-29.273,30.12,322.6,3.4,1.7,2017-04-20,1110,Aqua,MODIS,81,6.0NRT,293.6,110,D
-29.27,30.155,333.1,3.4,1.7,2017-04-20,1110,Aqua,MODIS,88,6.0NRT,293.8,183,D
-29.267,30.128,337.2,3.4,1.7,2017-04-20,1110,Aqua,MODIS,90,6.0NRT,293.6,223.6,D
-29.265,30.164,323.9,3.4,1.7,2017-04-20,1110,Aqua,MODIS,82,6.0NRT,292.1,120.3,D
-29.854,30.103,335.8,3.4,1.7,2017-04-20,1110,Aqua,MODIS,89,6.0NRT,297.1,218.3,D
-29.851,30.139,320.2,3.4,1.7,2017-04-20,1110,Aqua,MODIS,79,6.0NRT,292.6,105,D
-29.862,30.109,333.5,3.4,1.7,2017-04-20,1110,Aqua,MODIS,88,6.0NRT,295.7,192.9,D
-29.86,30.145,310.4,3.4,1.7,2017-04-20,1110,Aqua,MODIS,64,6.0NRT,292.4,50.7,D
-34.051,19.185,306.6,1.3,1.1,2017-04-20,0830,Terra,MODIS,20,6.0NRT,294,6.4,D
-34.043,19.179,311.9,1.3,1.1,2017-04-20,0830,Terra,MODIS,47,6.0NRT,292.8,12.4,D
-33.917,18.617,313,1.4,1.2,2017-04-20,0830,Terra,MODIS,65,6.0NRT,302.3,7.9,D
-34.314,21.091,307.4,1.1,1,2017-04-20,0830,Terra,MODIS,50,6.0NRT,297.1,4.8,D
-33.944,19.114,322.1,1.4,1.2,2017-04-20,0830,Terra,MODIS,71,6.0NRT,303.2,23.1,D
-33.95,19.12,319.2,1.4,1.2,2017-04-20,0830,Terra,MODIS,68,6.0NRT,302.4,18,D
-33.7,18.887,319.8,1.4,1.2,2017-04-20,0830,Terra,MODIS,72,6.0NRT,305.1,14.5,D
-33.697,18.871,328.8,1.4,1.2,2017-04-20,0830,Terra,MODIS,83,6.0NRT,305.6,29.6,D
-33.379,18.346,320,1.5,1.2,2017-04-20,0830,Terra,MODIS,72,6.0NRT,306.8,15.3,D
-33.376,18.329,319.9,1.5,1.2,2017-04-20,0830,Terra,MODIS,72,6.0NRT,306.4,15.6,D
-33.432,18.746,323.1,1.4,1.2,2017-04-20,0830,Terra,MODIS,76,6.0NRT,309.2,18.6,D
-33.962,22.217,310.6,1,1,2017-04-20,0830,Terra,MODIS,59,6.0NRT,297.6,7.8,D
-33.364,18.755,318.5,1.4,1.2,2017-04-20,0830,Terra,MODIS,70,6.0NRT,306.4,11.7,D
-33.355,18.97,319.2,1.4,1.2,2017-04-20,0830,Terra,MODIS,71,6.0NRT,305.9,13.3,D
-33.384,19.426,318.6,1.3,1.1,2017-04-20,0830,Terra,MODIS,70,6.0NRT,301.1,15.1,D
-34.015,24.234,319.8,1,1,2017-04-20,0830,Terra,MODIS,77,6.0NRT,295.7,15.4,D
-34.013,24.223,336.4,1,1,2017-04-20,0830,Terra,MODIS,89,6.0NRT,297.7,36.1,D
-33.155,19.365,322.4,1.4,1.2,2017-04-20,0830,Terra,MODIS,76,6.0NRT,300.5,20.9,D
-33.16,19.37,317.9,1.4,1.2,2017-04-20,0830,Terra,MODIS,69,6.0NRT,300.2,13.8,D
-33.158,19.356,317.1,1.4,1.2,2017-04-20,0830,Terra,MODIS,64,6.0NRT,301.5,13,D
-32.994,18.942,318.1,1.4,1.2,2017-04-20,0830,Terra,MODIS,69,6.0NRT,305.8,10.2,D
-33.661,24.599,308.1,1,1,2017-04-20,0830,Terra,MODIS,48,6.0NRT,296.1,6.2,D
-33.659,24.588,313.5,1,1,2017-04-20,0830,Terra,MODIS,68,6.0NRT,296.4,10.2,D
-32.44,18.783,317,1.5,1.2,2017-04-20,0830,Terra,MODIS,64,6.0NRT,305.4,12.4,D
-33.271,27.371,313,1.3,1.1,2017-04-20,0830,Terra,MODIS,68,6.0NRT,295.7,9.1,D
-33.269,27.357,317.6,1.3,1.1,2017-04-20,0830,Terra,MODIS,74,6.0NRT,296.3,14.6,D
-30.062,29.954,304.8,1.6,1.3,2017-04-20,0830,Terra,MODIS,57,6.0NRT,291.5,10.9,D
-30.06,29.936,388.1,1.6,1.3,2017-04-20,0830,Terra,MODIS,100,6.0NRT,296.9,386.9,D
-30.058,29.92,375.6,1.6,1.3,2017-04-20,0830,Terra,MODIS,100,6.0NRT,295.7,275.9,D
-29.853,30.133,326.4,1.7,1.3,2017-04-20,0830,Terra,MODIS,84,6.0NRT,293.7,52.3,D
-29.851,30.117,311.7,1.7,1.3,2017-04-20,0830,Terra,MODIS,71,6.0NRT,295.6,23.1,D
-29.856,30.279,310.6,1.7,1.3,2017-04-20,0830,Terra,MODIS,70,6.0NRT,294.1,19.7,D
-29.402,30.819,303.5,1.8,1.3,2017-04-20,0830,Terra,MODIS,54,6.0NRT,292.5,10.6,D
-29.245,29.858,304.3,1.6,1.2,2017-04-20,0830,Terra,MODIS,56,6.0NRT,293.1,7.9,D
-29.265,30.148,313.5,1.6,1.3,2017-04-20,0830,Terra,MODIS,73,6.0NRT,291.6,24.1,D
-29.241,30.032,310.6,1.6,1.3,2017-04-20,0830,Terra,MODIS,70,6.0NRT,293.8,15.6,D
-29.254,30.49,315.1,1.7,1.3,2017-04-20,0830,Terra,MODIS,75,6.0NRT,292.9,29.7,D
-29.252,30.471,312,1.7,1.3,2017-04-20,0830,Terra,MODIS,72,6.0NRT,289.9,23.6,D
-29.218,30.444,312.2,1.7,1.3,2017-04-20,0830,Terra,MODIS,72,6.0NRT,290.1,23.8,D
-29.216,31.275,315.1,2,1.4,2017-04-20,0830,Terra,MODIS,75,6.0NRT,295.6,27.3,D
-29.214,31.282,311.3,2,1.4,2017-04-20,0830,Terra,MODIS,70,6.0NRT,295.4,19.3,D
-29.212,31.261,311.4,1.9,1.4,2017-04-20,0830,Terra,MODIS,70,6.0NRT,295,20,D
-28.982,30.856,339.1,1.8,1.3,2017-04-20,0830,Terra,MODIS,91,6.0NRT,294.4,98.5,D
-28.981,30.837,323.7,1.8,1.3,2017-04-20,0830,Terra,MODIS,82,6.0NRT,291.9,48.9,D
-28.977,30.862,332.4,1.8,1.3,2017-04-20,0830,Terra,MODIS,87,6.0NRT,294.3,74.3,D
-28.975,30.843,345,1.8,1.3,2017-04-20,0830,Terra,MODIS,94,6.0NRT,294.4,122.3,D
-28.506,31.165,313.9,1.9,1.3,2017-04-20,0830,Terra,MODIS,71,6.0NRT,292.9,27.4,D
-28.504,31.146,324.4,1.9,1.3,2017-04-20,0830,Terra,MODIS,81,6.0NRT,294.9,51.5,D
-27.794,31.301,410.4,1.9,1.3,2017-04-20,0830,Terra,MODIS,100,6.0NRT,305.4,802.3,D
-27.792,31.282,378.9,1.9,1.3,2017-04-20,0830,Terra,MODIS,100,6.0NRT,299.9,367.8,D
-27.702,31.053,314.8,1.8,1.3,2017-04-20,0830,Terra,MODIS,71,6.0NRT,296.3,25.2,D
-27.823,32.555,310.9,2.3,1.5,2017-04-20,0830,Terra,MODIS,51,6.0NRT,297.1,18.7,D
-27.781,32.536,308.8,2.3,1.5,2017-04-20,0830,Terra,MODIS,18,6.0NRT,296.7,13.7,D
-27.786,32.542,313.3,2.3,1.5,2017-04-20,0830,Terra,MODIS,70,6.0NRT,297.6,26.6,D
-27.647,31.275,325.5,1.9,1.3,2017-04-20,0830,Terra,MODIS,82,6.0NRT,294.4,54.8,D
-27.645,31.256,339.9,1.9,1.3,2017-04-20,0830,Terra,MODIS,91,6.0NRT,294.4,102.7,D
-27.646,32.037,314.4,2.1,1.4,2017-04-20,0830,Terra,MODIS,58,6.0NRT,302.3,19,D
-27.646,32.043,313.1,2.1,1.4,2017-04-20,0830,Terra,MODIS,62,6.0NRT,301.8,18.4,D
-27.668,32.538,320.7,2.3,1.5,2017-04-20,0830,Terra,MODIS,78,6.0NRT,298.3,44.5,D
-27.417,30.516,310.3,1.6,1.3,2017-04-20,0830,Terra,MODIS,64,6.0NRT,294.2,15.5,D
-27.419,30.522,307.3,1.6,1.3,2017-04-20,0830,Terra,MODIS,53,6.0NRT,294.1,10.1,D
-27.301,31.149,326.6,1.8,1.3,2017-04-20,0830,Terra,MODIS,83,6.0NRT,296.2,50.5,D
-27.266,30.808,323.4,1.7,1.3,2017-04-20,0830,Terra,MODIS,80,6.0NRT,292.5,40.1,D
-27.254,30.809,315,1.7,1.3,2017-04-20,0830,Terra,MODIS,49,6.0NRT,293.1,22.1,D
-27.295,31.156,316.9,1.8,1.3,2017-04-20,0830,Terra,MODIS,74,6.0NRT,295.9,30,D
-27.293,31.137,318.3,1.8,1.3,2017-04-20,0830,Terra,MODIS,75,6.0NRT,295.1,33.6,D
-27.258,30.815,330.2,1.7,1.3,2017-04-20,0830,Terra,MODIS,85,6.0NRT,293.8,58.2,D
-27.256,30.798,310.3,1.7,1.3,2017-04-20,0830,Terra,MODIS,51,6.0NRT,292.5,15.6,D
-27.237,30.73,308.8,1.7,1.3,2017-04-20,0830,Terra,MODIS,59,6.0NRT,293.1,14.5,D
-27.079,30.757,316.9,1.7,1.3,2017-04-20,0830,Terra,MODIS,73,6.0NRT,293.3,25.7,D
-26.902,30.886,307.9,1.7,1.3,2017-04-20,0830,Terra,MODIS,51,6.0NRT,288.6,14.9,D
-26.97,32.664,328,2.3,1.5,2017-04-20,0830,Terra,MODIS,83,6.0NRT,299.4,69.8,D
-26.546,29.154,318.6,1.3,1.1,2017-04-20,0830,Terra,MODIS,66,6.0NRT,298.1,19.4,D
-26.297,28.135,309.3,1.2,1.1,2017-04-20,0830,Terra,MODIS,28,6.0NRT,296.3,4.8,D
-26.395,30.421,328.3,1.6,1.2,2017-04-20,0830,Terra,MODIS,84,6.0NRT,296.6,47.4,D
